text,sentiment,category
"Daily Voice | Budget 2026 to focus on capex continuity , jobs , human capital and fiscal credibility : Pradeep Gupta , Anand Rathi",1,Business
"Lee - Takaichi summit , Carney visits China , India trade data",1,Business
"FIIs Pull Out Over Rs 11 , 700 Crore in January So Far : Why Are They Selling ? Know Key Factors",1,Business
"Festive boost , lower costs lift FMCG outlook in December quarter",1,Business
Identical river water contracts in complex equation traps,1,Business
iran protest protesters face death penalty threat - Prabhasakshi latest news in hindi,1,Business
Bangladesh has the highest inflation rate in South Asia - SharebazarNews. less,0,Economy
"UN warns: Global economic growth in 2026 will be slow, risks piling up",1,Business
Enemies Of God : Iran issues death penalty warning amid nationwide protest crackdown,1,Business
"Iran Protests Crackdown; Khamenei Warns Death Penalty 217 Protesters Dead | Protestors in Iran threatened to be hanged: Government called them enemies of God; Claim – 217 deaths in violence, more than 2600 in custody",1,Business
India Rapid Growth Towards 3rd Largest Economy : PM Modi,1,Business
Every Indian has to contribute to PM Modi  Viksit Bharat  vision : Industry | MorungExpress,1,Business
Struggle to survive on 20 thousand liras: Global pension revolts and the codes of silence in Türkiye,1,Business
"Warld War 3 Us Venezuela India Pakistan, the world is sitting on a pile of gunpowder, a spark can ignite a world war, India too is not untouched - world war 3 fear is real as world witnessing major conflict us venezuela israel gaza india pakistan russia ukraine - O...",1,Business
realme sheathes its sword _ ifeng.com,1,Business
"Rumors of Khamenei's departure, reported by the Iranian embassy",1,Business
"Why is Trump so desperate to seize oil, mines and land? _ Shenzhen News Network",1,Business
"Business owners are also cutting corners, the market may move after the elections",1,Market
Chairman of Indonesian Chamber of Commerce and Industry is optimistic about economic growth in 2026,1,Business
"India rapid economic rise is fuelled by Gujarat growth , says PM Modi at Vibrant Gujarat Regional Conference",1,Business
Should Canada Trade with China? - Blog,1,Business
Guardian analysis: Why the Russian economy won't collapse even if oil prices plummet,1,Business
We are going to become the third largest economy Janam Sakshi – Telugu Daily News Portal,1,Business
Minister's Information reviews global market trends and international outlook for the 10 largest economies,1,Market
"Buying land in India : From clean titles to timing the cycle , what actually decides whether you make money",1,Business
Global economy 2026: Challenges and opportunities,1,Business
Hegemony without strategic countermeasures: The Maduro kidnapping and the limits of American power,1,Business
"Canada Super Visa rules in 2026 : Eligibility , costs and processing time",1,Business
"US Iran Conflict: America can attack Iran, Israel on high alert, demonstration continues",1,Business
Risk relief and response ideas for Chinese enterprises going overseas ︱ Ask the Sea · New observations on Chinese enterprises going overseas,1,Business
The country's undesirable problem: Pensions,1,Business
Trump may demand Greenland in exchange for aid to Ukraine. Emphasis of world mass media,1,Business
US Supreme Court tariff decision Highlights : SCOTUS to issue next ruling on January 14,1,Business
Investment Tips for 2026 : bonds and currencies,1,Business
Guan Tao: Everyone agrees on the truth about RMB appreciation︱ Huihaiguantao,1,Business
UN predicts global economic slowdown to 2.7% in 2026,1,Business
Both oil and control are in America's hands | Türkiye Newspaper,1,Business
"The G20 was built to stabilise the world economy – but it failed on climate , debt and inequality",1,Business
Al-Riyadh newspaper | Gold records weekly gains exceeding 3% with weak US economic data,1,Business
"From weapon to risk. On tariffs, Trump is preparing a retreat",1,Business
Recent developments in the global economy | Hellenic Shipping News Worldwide,1,Business
"AI almost deceived the whole world. After this post with 87,000 likes was exposed, I began to doubt everything - Huxiu.com",1,Business
"Iran bluntly responds to Trump's threat, will give sharp reply if attacked. iran warns us israel will be targets if america strikes over protests",1,Business
川普 「 2050核能大躍進 」， 發電量翻四倍硬扛北京 ！《 金融時報 》 大哉問 ： 核能是AI軍備競賽的終極燃料 ， 還是下一個債務黑洞 | 國際中心 | 新聞,1,Business
POSITIVE NEWS FROM ISRAEL FROM MICHAEL ORDMAN,1,Business
The strips exploded! Musk’s latest 3-hour interview shocked the world,1,Business
Nanbo Suspense | Why is a fake painting valued at 88 million? |Qiu Ying|Mi Fu|Authentic Work|Collection,1,Business
Optimising Nigeria student loan scheme,1,Finance
"TTP, Maulana's Argument and the American Monster",1,Business
11 | January | 2026 | RUTHFULLY YOURS,1,Business
Economic factors behind exceeding reasonable limits in global politics,1,Business
"The war in Iran.. Who, when, how, did it?!",1,Business
A little analysis of the 2020 US presidential election - Blog,1,Business
Cyprus Business Now : weekly wrap - up,1,Business
Market predictions in 2026,1,Market
Looking back at 2025 : What shaped performance – Part - I,1,Business
India Will Continue To Attract Foreign Investments Says RBI Gov Malhotra,1,Policy
India Retail Inflation Rises To 1 . 33 % In December 2025 ; Food Deflation Eases | Economy News,1,Economy
India retail inflation inches up to three - month high of 1 . 3 % in December,0,Economy
Retail inflation in India hits 1.33% in December,0,Economy
India retail inflation quickens for second straight month to 1 . 33 % in December,0,Economy
India December retail inflation rises to 1 . 33 % y / y,1,Economy
"Retail inflation stands at 1 . 33 % in December , remains below RBI medium - term target",0,Economy
中國資金放水見效 ？ 社融與信貸超預期 印度通膨降溫 、 Fed 官員談話成全球資金風向球,1,Business
"Iran Struggle: Inflation, Falling Rial & Political Vibration|From Bazaar to Streets: Why Iran Is Boiling Now",0,Economy
India Retail Inflation Rises To 3 - Month High Of 1 . 33 % In December 2025 On Food & Personal Care Prices,1,Economy
Retail inflation rises to 3 - month high of 1 . 33 % in December ; economists split on February cut,1,Economy
"These states have the highest inflation with prices rising for vegetables meat fish eggs pulses and spices Inflation is highest in these states, prices of vegetables, meat-fish, eggs, pulses, spices increased, Business Hindi News",1,Economy
"India CPI inflation recorded at 1 . 33 pc for Dec , food inflation stays in negative zone",0,Economy
Overall inflation stays below 2 %; protein inflation rises,1,Economy
Retail inflation rose to 1 in December. 33 percent: Three-month peak,0,Economy
"Sensex , Nifty Rebound After Early Slide as US Ambassador Signals Progress on India – U . S . Trade Talks",1,Business
"Consumer inflation in Q4FY26 likely at 2 . 6 % below RBI forecast , 25 bps rate cut possible in Feb or April : Report",0,Economy
Indian Shares Likely To Open On Positive Note,1,Business
"Business news update share market gold silver all time high Updates, retail inflation | Silver ₹2. 57 lakhs and gold at ₹1. At a high of Rs 40 lakh: Retail inflation increased to Rs 1 in December. Reached 33%, withdrawing money from non-SBI ATM becomes expensive",1,Economy
RBI likely to hold interest rates with inflation set to rise,1,Economy
"Retail inflation rises to 1 . 33 % in December 2025 , still lower than RBI lower comfort level",1,Economy
Budget 2026 expectations : Time to raise tax exemptions for senior citizens ?,1,Business
December 2025 CPI hits 3 - month high ! Inflation at 1 . 33 % well within RBI comfort zone ; food inflation in negative,0,Economy
upsc current affairs : Do India recent growth numbers settle the question of sustainability ?,1,Business
"India reveals CPI index of 1. 33 % in December, lower than expected.",1,Economy
"India CPI Inflation at 1 . 33 %, Food Prices Negative for 7 Months",0,Economy
"RBI Inflation Rate: Big relief may be available in 2026, RBI 0. Interest rates can be reduced by up to 50%: Brokerage - RBI may cut interest rates by up to 0 50pc in 2026 as inflation stays under control",0,Economy
"A weak rupee is not a strategy , it is a signal - The HinduBusinessLine",1,Business
"US inflation : Consumer prices steady in December but essentials like food , housing still rising ; Donald Trump hails low numbers",0,Economy
OECD zone: A slowdown in inflation noted in more than half of the countries in November 2025,0,Economy
"December retail inflation figures will be released today. December retail inflation figures will be released today: it increased to 1. 6% to 1. It can remain between 7%, in November it will be 0. was at 71%",1,Economy
"Weak rupee in India, the fourth largest economy",1,Business
"India In  Goldilock Phase Of High Growth & Low Inflation , HSBC Urges Near - Neutral Policy Mix For 2026",1,Economy
Youth Against Marriage trend: Marriage or Trap! Why are youth running away from the bonds of marriage?,1,Business
Rupee declines 4 paise to close at 90 . 21 against U . S . dollar,1,Business
Indian economy is story of rising credibility : Shaktikanta Das,1,Business
Rupee declines 4 paise to close at 90 . 21 against US dollar,1,Business
Trade with Iran: India will be pressured by Trump's 25 percent tariff,1,Business
Indian stocks open lower as profit - booking persists after worst week since Sept,1,Market
"US Sanctions unlikely to deter Indian appetite for Russian , oil imports may pick up in January : Kpler",1,Business
"Us Tariff And India, Oil Vs Tariff: America stood in front of the ships coming from Russia to India! What will happen now ? - russian oil vs 500 us tariff on india - china for import of russian oil by trump venezuela oil as an alternative - India News",1,Business
"View : India has 7 . 4 % growth , but where are the taxes ?",1,Business
World gold price exceeds threshold 4. 600 USD/ounce,1,Business
How much does it cost the Government of India to print one note? You will be shocked to know the cost - how much does it cost the Indian government to print a per banknote,1,Finance
HSBC Projects BI Rate to Decrease 75 Basis Points in 2026,1,Business
Car sales in South Africa hit 10 - year high,1,Business
"Week Ahead for FX , Bonds : U . S . Inflation Data in Focus",0,Economy
"Little relief ahead for rupee ; bonds to track RBI , index inclusion",1,Policy
"Why Gold - Silver Rising: The first major surge of 2026, silver became costlier by Rs 12200, these are the reasons behind the rise - the first major surge of 2026 silver prices jump by 12 200 rupees",1,Business
"Gold-Silver Price: Gold-Silver again created a new history! First big rise of 2026, this is why prices will increase",1,Business
Is it a piece of toilet paper? Ranked O among 64 countries in won price,1,Business
"Gold , silver climb to fresh peaks on safe - haven demand amid geopolitical tensions",1,Business
Trump has imposed tariffs of 25% on countries that trade with Iran,1,Business
"Top news of the day : PSLV - C61 Mission encounters anomaly ; Lok Sabha Speaker wont rule out punishment on smoking e - cigarette , and more",1,Business
"Govt good at implementation , so new welfarism , infra took off . ( Pvt investment ) needs rule of law , not to weaponise state to target or favour  | Idea Exchange News",1,Business
POTUS Touts  Trump Economic Boom  Is Underway,1,Business
"Why Stock Market Crash: 5 major reasons due to which the stock market crashed upon opening, declined for the sixth consecutive day - 5 major reasons why the stock market crashed upon opening",0,Market
"Stock Market Today: The impact of these news will be visible on the market today, take a look at them before taking any trade.",1,Market
"The exchange rate is back to 1,470 won... KOSPI exceeds 4600, highest ever",1,Business
"Won value, ranked 5th out of 64 major countries - Kookmin Ilbo",1,Business
"Budget 2026 : Sustaining India growth depends on consumption , investment , and fiscal consolidation",1,Business
"Share Market Live Updates 13 Jan nse bse sensex nifty top gainers losers Share Market Live Updates 13 Jan: Expected rise in share market today, Business Hindi News",1,Market
India real economic growth looks healthy but fiscal space will shrink unless its nominal pace picks up,1,Business
Little respite in sight for the rupee; bonds will monitor RBI and inclusion in indices,1,Policy
"India rice exports to top buyer Iran stall on protests , tariff worries",1,Business
World gold price exceeds 4 . 600 USD/ounce due to geopolitical instability,1,Business
"Sensex - Nifty red, from Trump's tariffs to FII selling... 9 reasons spoiled the market mood - from trump's tariffs to FII selling 9 reasons spoiled the market mood",1,Market
Ficci VP : Here are four budget imperatives for India to build a future - ready economy,1,Business
Debt funds face December blues as investors pull out for liquidity,1,Business
Trump announces 25 % tariffs on countries doing business with Iran to put pressure on Tehran,1,Business
"India Smartphone Market : Strategic Reset Amidst Increasing Competition , ETTelecom",1,Market
Protests In Iran Spark Worries In India Over Chabahar Port Project,1,Business
Europe should draw lessons from India strategic autonomy : Report - Indian Defence Research Wing,1,Business
"Mertz on Iran: ""Maybe we are watching the last days and weeks of this regime""",1,Business
"Share Market Crash: Share market crashes due to these 5 reasons! Sensex fell by 700 points, Nifty also below 25,500.",1,Market
Can conservative investors still earn real returns in a falling rate cycle ?,0,Business
Silver hits record highs : What driving the precious metal rally ?,1,Business
"Stock markets trade lower after initial rally on foreign fund outflows , selling in blue - chips",1,Market
Muslim Indian actresses also speak out on Iran situation,1,Business
"Prince Tyagi : Latest news and Articles , Videos from Prince Tyagi",1,Business
[Video PICK] The value of the won is at the lowest level... Falling to lowest level in 16 years,0,Business
"India risk - reward prospects fine but not stellar ; China threat a worry : Bhanu Baweja , UBS Investment Bank",1,Finance
Iran: Iran's crisis takes a very serious turn,0,Business
India retail inflation stays below central bank lower band for fourth straight month,0,Economy
five people including a fake ias officer arrested while crossing the india nepal border,1,Business
"Petrol Diesel Price Today, 13 January 2026 : Check here Maharashtra India Petrol and Diesel Price in Marathi | Petrol Diesel Price Today: Change in petrol-diesel price; Check the new rates in your city here!",1,Business
"Crude oil price jumps on escalating US - Iran conflict , Trump tariffs . Will black gold give silver - like return in 2026 ?",1,Business
1 crore left Islam! Ex-Muslim campaign started from Kerala is gaining momentum; Exmuslim movement gains momentum in India amid Iran protests,1,Business
Ruble exchange rate at the beginning of 2026: what does “managed stability” mean?,1,Business
The fiscal tightrope : Why India goldilocks economy is heading for gridlock,1,Business
"Daily Voice : Railways , defence capex likely to rise sharply in Budget 2026 , says Spark Devang Mehta",1,Business
Donald Trump tries to break the Fed . What the clash means for India,1,Business
Europe should draw lessons from India strategic autonomy : Report,1,Business
DAX unchanged after record high: Zalando and Symrise strong – TKMS cannot be slowed down,1,Business
Indian stocks open lower as profit-taking persists after worst week since September,1,Market
"Sensex recovers 1 , 100 points from day low over fresh US - India trade talk hopes",1,Business
"Express view on India - US relation : Hope ties with US hit reset , but hope isnt strategy",1,Business
Inflation rises to 3 - month high of 1 . 33 in Dec ; remains below RBI tolerance band,1,Economy
Gold at peak performance amid geopolitical tensions and Fed rate cut cheer,1,Business
"Central bank governors around the world, including Lee Chang-yong, stand in solidarity with Powell... One voice in defense of independence",1,Finance
Budget 2026 expectations : Put more money in people hands to boost growth,1,Business
Place for inflation and corporate results,0,Economy
Air conditioners price likely to rise 7 - 8 % this season due to new star rating norms : Report,1,Business
Rupee falls 5 paise to 90 . 22 against U . S . dollar,1,Business
India educational institutions likely to peg 11 - 13 pc income growth in next 2 fiscals,1,Business
Rupee falls 5 paise to 90 . 22 against US dollar in early trade,1,Business
Indian stocks set to recover from their worst week in three months,1,Market
"Retail in 2026 : Growth , competition , and the case for consumption - led policy",1,Policy
India Inflation Rises To 1 . 33 % In December,1,Economy
US President Donald Trump announces 25 % tariff on countries doing business with Iran ; Know how it will impact India,1,Business
"2025 : When Commodities ETFs Roared Back And Not Just Gold - SPDR Gold Shares ( ARCA : GLD ), iShares Gold Trust Shares ( ARCA : IAU )",1,Business
"Titan : FMCG players witness strong Q3 recovery on demand surge , margin expansion , ETRetail",1,Business
"Gold jumps above $4 , 600 on Fed uncertainty , safe - haven flows",1,Business
This is the first time such a thing has been seen in Iran,1,Business
"Iran Protests : What the unrest means for India , US and regional geopolitics",1,Business
25 percent tax will be levied on countries doing business with Iran: Trump,1,Business
"25% tariff will be imposed on those doing business with Iran, Donald Trump threatened, BRICS will be heavily affected. Donald Trump announced 25 % tariffs on countries doing business with Iran BRICS Nation will be Affected Most",1,Business
DAX unchanged after record high: Zalando and Symrise strong – TKMS cannot be slowed down (),1,Business
Donald Trump: The United States will impose a 25 percent tariff on countries doing business with Iran,1,Business
The data shows a slight increase in consumer price index inflation in December,1,Economy
"Trump said - We will impose 25% tariff if we trade with Iran Trump said - if we do business with Iran, we will impose 25% tariff: the rules are immediately applicable, including India; The decision comes amid anti-government protests in Tehran",1,Business
India Strategic Autonomy : A Model for Europe ?,1,Business
"Stock markets end lower on foreign fund outflows , selling in blue - chips",1,Market
"If the Supreme Court rules against tariffs, America is over ...; Big fear of Donald Trump",1,Business
"Sina Financial Information AI Express: List of financial hot spots last night and this morning | January 14, 2026",1,Business
"What is the choice of Mirae Asset Digital Premium customers?... This year, AI · America",1,Business
Wall Street ticks lower as first earnings reports trickle in ahead of latest US inflation data,0,Economy
"Gold , silver set to stay firm next week as traders brace for US tariff verdict : Analysts",1,Business
"Business news update share market gold silver Updates, Jio, Jio AI platform | Jio will launch its AI platform: Value of 7 out of top 10 companies at ₹3. 63 lakh crore decreased, AI will leave humans behind in office work",1,Market
Trump introduced 25% tariffs on countries trading with Iran,1,Business
綠氫產業大地震 ！ 南韓技術突破 1 % 效能竟成 「 印鈔機 」？ 全球能源巨頭爭相插旗,1,Business
"Horrible situation in Iran: Government admitted the truth on the massacre! 2000 deaths confirmed in protests, UN says - horrified and shocked - Iran official says 2 000 people have been killed in unrest",1,Business
DIY guide : Here how mutual funds can help you grow your money,1,Business
Emerging market bonds find shelter again | Fast stock news,1,Market
Risks await the world economy in 2026,1,Business
Mertz on Iran : We may be witnessing the last days of this regime,1,Business
"Despite Trump's warning, Khamenei ordered to fire on protesters in Iran, 3 thousand people killed - trump warning khamenei ordered to fire on protesters 3000 killed",1,Business
Donald Trump punishes countries that trade with Iran with a 25 percent tariff,1,Business
Mertz : We may be watching the final days and weeks of ...,1,Business
Friedrich Merz : This is Iran - the last days of the regime,1,Business
Gold Edges Lower As Investors Resort To Profit Taking,1,Business
"Trump said - Will impose 25% tariff on trade with Iran Trump said - 25% tariffs on trade with Iran: Rules to be implemented immediately, including India; Decision during protests in Tehran",1,Business
"Mertz: ""Maybe we are watching the last days and weeks of the regime in Iran""",1,Business
Trump announced 25 percent tariffs for countries that trade with Iran,1,Business
"The company for 140 million was created: Smart City, contract without competition and the debt that goes back to Abu Dhabi",1,Business
Trump announces 25 % tariffs on countries doing business with Iran,1,Business
"Increases on the stock exchanges, the Monetary Policy Council meeting begins [Announcement of the day 13. 01 . 2026 ]",1,Market
Have US inflation figures been announced? When will American inflation rates be announced?,0,Economy
Budget 2026 Wishlist : Why Section 80D tax deduction for health insurance premium should be allowed in new tax regime,1,Business
"Attention ! The prediction is going to come true, due to Saturn the geography of many countries is going to change, will the war be terrible?",1,Business
The FuW morning report from 12. January 2026: What you need to know for today's trading day,1,Business
"With semiconductor and AI wings... KOSPI 5000 era becomes visible [Anyway, economy _ Invitation]",1,Business
Indian shares snap losing streak as US envoy remarks soothe tariff woes,1,Business
War of words broke out between Iran and America; Will there be a big blow to India's economy? | A war of words erupts between Iran and the US; will India economy be hit hard?,1,Business
Ahead of Market : 10 things that will decide stock market action on Wednesday,1,Market
Is Trump’s move against Iran aimed at China and India?,1,Business
Will the rise in gold continue? Remarkable analysis from an expert,1,Business
Gold price changed the game in 2025: Will the rise continue?,1,Business
Global markets focused on inflation data to be announced in the USA,0,Economy
Gold is in an upward trend... What do the records in gold prices herald? Written by the expert,1,Business
DAX current price: New all-time high despite new risks,1,Business
"Crude Oil Rises Sharply ; US Inflation Rate Holds Steady At 2 . 7 % - Ambitions Enterprise Mgmt ( NASDAQ : AHMA ), Signing Day Sports ( AMEX : SGN )",1,Economy
"Sensex falls 550 pts from day high , Nifty below 25 , 750 : Profit booking among key factors behind market decline",0,Market
25 percent if doing business with Iran: Trump,1,Business
"Nifty , Sensex open cautious amid Iran unrest , rising crude prices ; both indices slip in early trade",1,Business
"Oil hits two - month high as Trump threatens Iran trading partners , and warns  were screwed  if supreme court blocks tariffs – business live | Business",1,Business
"Precious metals surge : Silver jumps Rs 6 , 000 to lifetime high ; gold hits fresh record at Rs 1 . 45 lakh",1,Business
"The United Nations slightly lowered its global economic forecast for this year, and emerging large economies such as China are expected to grow steadily.",1,Business
"Global markets focused on the inflation data to be announced in the USA - Kıbrıs Newspaper - Kıbrıs News, TRNC Last Minute and Agenda News",0,Economy
"EU to exert  maximum pressure  on China , India to stop purchasing Russian oil",1,Business
"Gold , Silver Prices Ease On Profit Booking After Hitting Record Highs Amid Geopolitical & Fed Probe Concerns",1,Business
Indian stocks rebound after reassuring statements from US envoy on tariffs,1,Market
All eyes on global markets are on inflation data to be announced in the USA,0,Economy
"Iran: ""We may be watching the last days and weeks of this regime,"" says Mertz",1,Business
Only 12 . 3 % of Asia - Pacific natural disaster losses for 2025 were insured : Munich Re,0,Business
30 % tax slab should start at Rs 30 lakh income in Budget 2026 giving middle class taxpayers a relief against inflation,1,Economy
Markets focused on US inflation data,0,Economy
Markets focused on inflation data to be announced in the USA,0,Economy
"Stock markets are breaking records, all eyes are on US inflation",0,Economy
"Supreme Court denies bail to Umar Khalid , U . S . push for Venezuelan oil , Anti - regime protests in Iran , and more : The week in 5 charts",1,Business
Reasons for the rise in gold prices from experts,1,Business
"World shares are mixed and Tokyo hits a record , tracking fresh highs on Wall Street",1,Business
"Gold rises to record high above $4 , 550 on geopolitical risks , rate cut bets",1,Business
Value buys ? Worst - performing India market pushes 25 Nifty stocks below 5 - year PE,1,Market
There has never been so much Iranian oil on tankers. Trump announced the move,1,Business
Markets today : World shares are mixed and Tokyo hits a record,1,Market
Trump announces 25 % tariff on countries doing business with Iran,1,Business
FMCG industry seeks continued focus on consumption growth in the upcoming Budget,1,Business
Reasons for the rise in gold prices from experts,1,Business
Trump has announced a 25 percent tariff on doing business with Iran,1,Business
The decline in the global oil price will not lead to the collapse of Russia's economy,0,Business
Sri Lanka offers  very compelling opportunity  after crisis reset : Hosking Partners,0,Business
Trump announces 25 percent tariff on countries doing business with Iran,1,Business
Trump imposes a 25% tariff on anyone who trades with Iran,1,Business
"Gold , silver hit new highs on growing global turmoil - The HinduBusinessLine",1,Business
Home or retirement facility : How seniors should prepare financially,1,Business
Trump imposed 25% tariffs on countries trading with Iran,1,Business
When Iran's protests are linked to the tariff war,1,Business
Super Tuesday in the markets! All eyes on US data,1,Market
Protests in Iran - Trump called on people to continue the actions and announced help - what is known,1,Business
Mertz: Condemns the violence of the Iranian regime against the protesters,1,Business
"Sensex , Nifty Slip After Positive Start As Tariff Concerns Weigh",1,Business
"2026: Will Russians expect a reduction in income, rising prices and crises?",1,Business
"Berlin condemns the ""brutal"" violence of the Iranian regime against the protesters",1,Business
"The rise of gold prices: Reasons, actors and future expectations",1,Business
"Germany: Berlin condemns the ""disproportionate"" and ""brutal"" violence of the Iranian regime against the protesters",1,Business
"Why the Russian economy is unlikely to collapse even if oil prices fall (The Guardian, UK)",0,Business
Post-war reconstruction of Ukraine - how the economy should become the basis of security after victory,1,Business
Over half of OECD countries see slowdown of food inflation in November 2025 - London Business News,0,Economy
"Trump's dollar dream: America trapped in the maze of India-Russia-China, will bullying end now? - de dollarization trend why brics nations are challenging us dollar hegemony",1,Business
"Iran Protests Day 16; Abbas Araghchi Blames Mossad 538 dead Iranian Foreign Minister said - Protestors burnt policemen alive: Israel accused of conspiracy; 538 died in violence, more than 10 thousand detained",1,Business
"how will gold silver prices behave this week, will prices reach new highs or will they plummet, Business Hindi News",1,Business
"Trump: 25% tariff on countries that ""do business"" with Iran - On the table and military options",1,Business
"Dow Falls Over 300 Points ; JPMorgan Posts Upbeat Earnings - Ambitions Enterprise Mgmt ( NASDAQ : AHMA ), Rich Sparkle Holdings ( NASDAQ : ANPA )",1,Business
"Gold smashes $4 , 600 record as Powell charges ignite haven frenzy",1,Business
Russia loses $450 billion a year due to sanctions,1,Business
Trump announces new 25 % tariff : How will it impact Iran trading partners ? | International Trade News,1,Business
Boil in Iran - dainiktribuneonline. com,1,Business
US stocks closed in the red on Tuesday with the initial rally seen after the soft - leaning CPI faded - Newsquawk Asia - Pac Market Open,1,Economy
the elderly just want respect care and a sense of belonging,1,Business
The IMF demanded that Ukraine repay a debt of $180 million within 24 hours,1,Business
Turmoil puts Iran at a crossroads,1,Business
"General Provident Fund | Succession Certificate Not Necessary For Nominee To Collect PF Amount Above ₹5 , 000 : Supreme Court",1,Business
Trump announces 25 % tariff on countries that do business with Iran,1,Business
"Rupiah Sets Weakest Record Approaching IDR 17. 000 Per US Dollar, Signal of Capital Pressure Increasingly Real",1,Business
Japanese stock market greeted election rumors with a record high,1,Market
Iran To Hang 26 - Year - Old In First Reported Execution Amid Anti - Khamenei Protests,1,Business
"How Trump's decision will affect Azerbaijan, economist said",1,Business
India Education Sector to See 11 - 13 % Income Growth : Report,1,Business
Will Q3 earnings finally end 6 quarters of pain ? 70 stocks to watch out for now,1,Market
"Iran protests : Donald Trump urges Iranians to keep protesting , says  help is on its way",1,Business
Gold consolidates below all - time high as markets await US CPI,1,Economy
Tensions at every level,1,Business
"Why 2026 will be an earnings driven market , not a broad rally : Axis MF Hitesh Zaveri explains",1,Market
Premarket : Wall Street futures slip as JPMorgan kicks off earnings season ; inflation test looms,0,Economy
"Heineken CEO steps down amid slowing sales , tightening margins",1,Business
Japanese stock market greeted general election rumors with a record high,1,Market
A nation shouldnt be judged by its exchange rate : RBI governor,1,Policy
India wholesale inflation ticks up to 0 . 83 % in Dec after contracting 0 . 32 % in Nov,0,Economy
"India wholesale inflation turns positive in December as food , manufacturing prices rise",1,Economy
"India WPI inflation turns positive at 0 . 83 % in December , signalling easing deflationary pressures – Firstpost",0,Economy
India WPI inflation edges up to 0 . 83 pc for Dec,0,Economy
Wholesale price inflation rises marginally to 0 . 83 % in December,1,Economy
"December WPI figures : Wholesale price inflation edges up to 0 . 83 %; manufacturing , food articles and textiles turn costlier",0,Economy
"Hindustan Zinc Shares: Hindustan Zinc shares rose 3% due to the stormy rise in silver, silver ETFs also made a record.",1,Business
Signs of a half - percentage point cut in interest rates,1,Business
Wholesale inflation rises for second consecutive month; In December the rate is 0 . Reached 83 percent - Marathi News | Inflation Update Wholesale Prices Rise Again Reach 0 83 Percent For December Print Eco News Zws 70,1,Economy
GDP growth in the current financial year will be 4. 6%,1,Business
"Wholesale Inflation Hits 0 . 83% in December; Food Prices Rise | Wholesale inflation hits 8-month high: 0 in December due to rising food prices. Reached 83%, minus 0 in November. was at 32%",1,Economy
"Growth in the current financial year will be 4. 6 percent, World Bank forecasts",1,Finance
Wholesale Inflation Jumps to 0 . 83 % in December ; Food Prices Rise,1,Economy
"GDP growth in the current financial year will be 4. 6%, World Bank forecasts",1,Finance
GDP growth in the current financial year 4. 6 percent: World Bank,1,Finance
Wholesale inflation rises to 0 in December 83 percent - wholesale inflation rises to 0 83 percent in december,1,Economy
"WPI: Wholesale inflation increased to 0 in December. Wholesale inflation increased to 0 83 in December, positive again after two months.",1,Economy
Strong domestic growth will attract foreign investments : RBI Governor,1,Policy
"Iran is burning, the echo reached Delhi! What did the Iranian Foreign Minister say after calling S Jaishankar?",1,Business
Wholesale inflation rate surges to 0 . 8 % in December - The HinduBusinessLine,0,Economy
Gold - driven Volatility May Hold Core Inflation Near 4 To 4 . 5 %: BoB,0,Economy
"Talent Tide Turning ? India Poised For 2026 Big Tech Hiring Boom , Says Study",1,Business
"WPI Inflation: Wholesale inflation in December 0. Reached 83%, eight month high",0,Economy
What Is RBI Monetary Policy: What is the Reserve Bank's monetary policy? How is it determined? What is the result?,1,Policy
Six timeless investing rules that make money decisions easier,1,Business
India to grow at 7 . 5 - 7 . 8 % this fiscal : Deloitte - The HinduBusinessLine,1,Business
"India growth is holding up , but with narrower foundations",1,Business
Wholesale inflation rises to 0 . 83 % in December 2025 as manufacturing and primary costs climb,1,Economy
"Share Market Live Updates 14 Jan nse bse sensex nifty top gainers losers Share Market Live Updates 14 Jan: Chances of decline in share market today, signs of gift nifty are not good, Business Hindi News",1,Market
India spending momentum faces a critical test : Why jobs and wages hold the key,1,Business
Daily Voice | Union Budget must pivot from recovery - led to productivity - led growth : Qode Gaurav Didwania,1,Business
Indians in Iran advised to leave |Indians in Iran advised to leave,1,Business
"Top news of the day : India tells nationals to leave Iran ; At least 30 killed as construction crane falls onto moving train in Thailand , and more",0,Business
"Gold , Silver Hit All - Time Highs Today : Check 24K And 22K Gold Rates In Your City On January 14",1,Business
"Gold & Silver Prices Hit All-Time Highs (14 Jan); Silver Surges ₹34K | As soon as the market opened in Uttarayan, silver surged by 14 thousand: In 3 days, the price increased by 34 thousand, gold also by 1. 42 lakh at an all-time high",1,Market
GDP growth in the current financial year will be 4. 6 percent: World Bank,1,Finance
"At the end of the financial year, the growth of Bangladesh will be 4. 6 percent: World Bank",1,Finance
"Budget 2026 : How can FM Sitharaman make New Tax Regime better ? Deductions , tweaks and more What experts say",1,Business
Will the Iranian people get inclusive democracy or something else?,1,Business
Metal stocks extend rise for 3rd day as global prices soar ; Vedanta jumps 6 . 3 % to hit record high,1,Market
Is it time for RBI to pay attention to yield signals from the bond market for its monetary policy ?,1,Market
Leave Iran immediately ..!- Embassy instructions to Indians - Leave Iran immediately ..!,1,Business
Wholesale price inflation rises to 0 . 83 % in December - The HinduBusinessLine,1,Economy
India wholesale prices rise 0 . 83 % y / y in December,1,Business
Powell - Trump clash : Central bank independence matters for economic growth and financial stability,1,Finance
"Leave Iran , says India in new advisory to 10 , 000 citizens living in the country",1,Business
